date,item,price,class
2024-04-20,Medium Drink,2.89,food
2021-09-19,Kent Cherry wood Baby Brush,Unknown,home/appliances
2021-02-01,Everspring,2.79,food
2021-02-01,Command,11.99,other
2021-02-01,Bright Box,4.99,home/appliances
2021-02-01,DAWN,10.89,home/appliances
2021-02-01,UTILITY TUB,10.99,home/appliances
2008-05-16,SIDE SALAD,1,food
Unknown,D893 Free MD Iced Cof w/p,2.79,food
2008-04-24,TUNA,,food
2014-07-01,AQUAFINA,0.79,food
2014-07-01,OXI CLEAN,3.99,home/appliances
2020-02-26,CLASSIC CHKN SANDWICH,3.99,food
2020-02-26,CLASSIC CHKN SANDWICH CBO,6.99,food
2020-02-26,*COKE 32,0.5,food
2001-06-20,MAXELL T120,1.79,home/appliances
2001-06-20,SONY T160,2.59,home/appliances
2001-06-20,ESQUIRE,2.7,entertainment/alcohol
2001-06-20,ROLLERBALL,3.99,home/appliances
2001-06-20,SNICKERS,0.44,food
2001-06-20,STEERING WC,7.99,home/appliances
2001-06-20,UTILITY MAT,3.99,home/appliances
2021-06-21,365WFM ORIGINAL OATMILK,3.99,food
2021-06-21,TOPO MINERAL WATER,1.99,food
2021-06-21,SUJA OG GRN DELIGHT JUICE,7.98,food
2021-06-21,SINGLE DONUT,0.99,food
2021-06-21,365WFM OG SOURDOUGH BREAD,3.99,food
2021-06-21,CROISSANT 4 COUNT,4.99,food
2021-06-21,WFM OG BLD ORNG SODA,-2.79,food
2021-06-21,BMEAT ALTERNATIVE BURGER,5.99,food
2021-06-21,365WEM SLC NONDAIRY CHDDR,3.99,food
2021-06-21,BMEAT HOT PLANT SAUSAGE,8.99,food
2021-06-21,WFM PAD THAI,4.79,food
2021-06-21,OG CILANTRO BUNCH,1.29,food
2021-06-21,OG BANANA,1.42,food
2021-06-21,DRMC CHICKEN RAMEN,2.69,food
2021-06-21,CHOLV ORNG PL CHC BAR,2.99,food
2021-06-21,JSTINC PLANT BASED EGG,3.99,food
2021-06-21,365WFM OG EXTR FRM TOFU,1.79,food
2021-06-21,KITHL VANILLA ALMD YGRT,1.99,food
2021-06-21,KITHL ALMD MLK YOGURT,1.99,food
2021-06-21,KITHL ALMND MLK YOGRT,1.99,food
2021-06-21,E&S BOULLN CHKN CUBE,2.99,food
2021-06-21,BICOLOR CORN,1,food
2021-06-21,365WFM ELECTROLYTE WTR,1.19,food
2023-05-01,DBL CHS BURGER,5.98,food
